47.661893,-122.354933,"309 N 46th St, Seattle, WA 98103"
47.548729,-122.371819,"3011 Cycle Ct Unit # 32, Seattle, WA 98126"
47.678886,-122.36982,"6736 10th Ave, Seattle, WA 98117"
47.548283,-122.370979,"2980 SW Raymond St Unit # 101, Seattle, WA 98126"
47.670719,-122.268066,"5810 56th Ave, Seattle, WA 98105"
47.568786,-122.386836,"3929 California Ave, Seattle, WA 98116"
47.572178,-122.381409,"3432 39th Ave, Seattle, WA 98116"
47.56845,-122.387068,"4310 SW Andover St, Seattle, WA 98116"
47.555222,-122.278496,"4401 S Dawson St, Seattle, WA 98118"
47.638889,-122.374231,"1300 W Boston St Unit # 24, Seattle, WA 98119"
47.648308,-122.408403,"3909 W Dravus St, Seattle, WA 98199"
47.61844,-122.305806,"2011 E Denny Wy Unit # C, Seattle, WA 98122"
47.555,-122.379333,"5217 37th Ave, Seattle, WA 98126"
47.695477,-122.320015,"9116 8th Ave, Seattle, WA 98115"
47.490547,-122.331558,"12455 2nd Ave, Seattle, WA 98168"
47.520057,-122.365516,"9238 26th Ave, Seattle, WA 98106"
47.546455,-122.304268,"2302 S Graham St, Seattle, WA 98108"
47.678501,-122.397736,"3047 NW 69th St, Seattle, WA 98117"
47.467236,-122.36808,"2665 SW 151st Place, Seattle, WA 98166"
47.723785,-122.353737,"300 N 130th St Unit # 9101, Seattle, WA 98133"
47.672386,-122.388115,"2424 NW 60th St, Seattle, WA 98107"
47.652501,-122.396611,"3600 31st Ave, Seattle, WA 98199"
47.716387,-122.283079,"12000 Sand Point Wy, Seattle, WA 98125"
47.55953,-122.383795,"4752 41st Ave Unit # 307, Seattle, WA 98116"
47.720863,-122.290565,"A, 12556 35th Ave, Seattle, WA 98125"
47.616413,-122.352302,"2801 1st Ave Unit # 807, Seattle, WA 98121"
47.678951,-122.374725,"6736 Alonzo Ave, Seattle, WA 98117"
47.512791,-122.333049,"10033 Occidental Ave, Seattle, WA 98168"
47.604483,-122.303803,"309 22nd Ave, Seattle, WA 98122"
47.716923,-122.286858,"12046 38th Ave, Seattle, WA 98125"
47.613779,-122.349069,"2440 Western Ave Unit # 512, Seattle, WA 98121"
47.523097,-122.348007,"8854 10th Ave, Seattle, WA 98106"
47.515331,-122.391479,"9810 Marine View Dr, Seattle, WA 98136"
47.570484,-122.388504,"3653 44th Ave, Seattle, WA 98116"
47.64399,-122.326973,"2626 Yale Ave, Seattle, WA 98102"
47.582722,-122.377327,"2306 37th Ave, Seattle, WA 98126"
47.678387,-122.284035,"6825 42nd Ave, Seattle, WA 98115"
47.526288,-122.353004,"8610 14th Ave, Seattle, WA 98106"
47.516102,-122.369757,"9643 28th Ave Unit # B, Seattle, WA 98126"
47.61844,-122.305806,"2011 E Denny Wy Unit # D, Seattle, WA 98122"
47.534543,-122.2779339,"7523 44 Ave, Seattle, WA 98188"
47.691418,-122.288223,"3555 NE 87th, Seattle, WA 98115"
47.703428,-122.357416,"10222 1st Ave Unit # a, Seattle, WA 98177"
47.547211,-122.280579,"4201 S Spencer St, Seattle, WA 98118"
47.611778,-122.323864,"1321 Seneca Unit # 1003, Seattle, WA 98101"
47.596008,-122.28904,"716 Lake Washington Blvd, Seattle, WA 98144"
47.678692,-122.398621,"2818 NW 69th St, Seattle, WA 98117"
47.53368,-122.366043,"2605 SW Holden St, Seattle, WA 98126"
47.523643,-122.383705,"4012 SW Concord St, Seattle, WA 98136"
47.500238,-122.313662,"11437 Glendale Wy, Seattle, WA 98168"
47.635551,-122.34848,"1821 Bigelow Ave, Seattle, WA 98109"
47.701023,-122.351662,"9747 Evanston Ave, Seattle, WA 98103"
47.670037,-122.390986,"2619 NW 57th St Unit # B, Seattle, WA 98107"
47.666446,-122.36653,"814 NW 52nd St, Seattle, WA 98107"
47.705536,-122.321228,"10501 8th Ave Unit # 125, Seattle, WA 98125"
47.520359,-122.261221,"9500 Rainier Ave Unit # 501, Seattle, WA 98118"
47.6367,-122.339622,"2000 Westlake Ave Unit # E4, Seattle, WA 98109"
47.592079,-122.298274,"2612 S Judkins St, Seattle, WA 98144"
47.732559,-122.308601,"14322 19th Ave, Seattle, WA 98125"
47.701339,-122.285812,"3914 NE 100th St, Seattle, WA 98125"
47.553665,-122.288643,"3516 S Brandon St, Seattle, WA 98118"
47.719444,-122.319611,"845 NE 125th St Unit # 302, Seattle, WA 98125"
47.579293,-122.314708,"C, 2707 14th Ave, Seattle, WA 98144"
47.672534,-122.385769,"2222 NW 60th St Unit # A, Seattle, WA 98107"
47.528843,-122.367584,"8141 27th Ave, Seattle, WA 98146"
47.498152,-122.337683,"& 318, 308 SW 117th Place, Seattle, WA 98146"
47.669674,-122.381653,"1760 NW 56th St Unit # 511, Seattle, WA 98107"
47.669674,-122.381653,"1760 NW 56th St Unit # 314, Seattle, WA 98107"
47.623554,-122.31002,"526 17th Ave Unit # 13, Seattle, WA 98112"
47.559872,-122.288231,"4729 36th Ave, Seattle, WA 98118"
47.669674,-122.381653,"1760 NW 56th St Unit # 414, Seattle, WA 98107"
47.669674,-122.381653,"1760 NW 56th St Unit # 509, Seattle, WA 98107"
47.636469,-122.367757,"1919 8th Ave, Seattle, WA 98119"
47.675345,-122.382558,"A, 2010 NW 64th St, Seattle, WA 98107"
47.67551,-122.382683,"A, 2012 NW 64th St, Seattle, WA 98107"
47.580296,-122.398262,"5121 SW Olga St, Seattle, WA 98116"
47.526375,-122.272743,"4716 S Cloverdale, Seattle, WA 98118"
47.71223,-122.327747,"11300 1 Ave Unit # 317, Seattle, WA 98125"
47.565082,-122.366796,"2629 SW Nevada St Unit # 107, Seattle, WA 98126"
47.642966,-122.410532,"2526 42nd Ave, Seattle, WA 98199"
47.729577,-122.312772,"13743 15th Ave Unit # D3, Seattle, WA 98125"
47.529126,-122.358139,"8129 18th Ave, Seattle, WA 98106"
47.711643,-122.298943,"2711 NE 115th St, Seattle, WA 98125"
47.602046,-122.293497,"110 30th Ave, Seattle, WA 98122"
47.62743,-122.360611,"924 3rd Ave, Seattle, WA 98119"
47.726429,-122.31205,"1509 NE 135th St, Seattle, WA 98125"
47.617167,-122.352896,"2929 1st Ave Unit # 809, Seattle, WA 98121"
47.601357,-122.327263,"108 5th Ave Unit # 715, Seattle, WA 98104"
47.678778,-122.355339,"6801 Greenwood Ave Unit # 207, Seattle, WA 98103"
47.568596,-122.388901,"4416 SW Andover St, Seattle, WA 98116"
47.555007,-122.291724,"5203 32nd Ave S, Seattle, WA 98118"
47.516102,-122.369757,"9643 28th Ave Unit # B, Seattle, WA 98126"
47.499131,-122.220618,"11604 Rainier Ave Unit # 202, Seattle, WA 98178"
47.67957,-122.365509,"7000 Cleopatra Place Unit # 205, Seattle, WA 98117"
47.623806,-122.302437,"523 23rd Ave, Seattle, WA 98112"
47.617252,-122.349113,"2720 3rd Ave Unit # 909, Seattle, WA 98121"
47.67019,-122.377422,"1545 NW 57th St Unit # 206, Seattle, WA 98107"
47.535278,-122.39003,"7518 45th Ave, Seattle, WA 98136"
47.706627,-122.333061,"2117 N 107th St Unit # 402, Seattle, WA 98133"
47.7302,-122.284078,"14014, 14012 41st Ave, Seattle, WA 98125"
47.664021,-122.396919,"3100 W Commodore Wy Unit # 202, Seattle, WA 98199"
47.568786,-122.386836,"3931 California Ave, Seattle, WA 98116"
47.630894,-122.302322,"1219 23rd Ave, Seattle, WA 98112"
47.540958,-122.387239,"6970 California Ave Unit # B109, Seattle, WA 98136"
47.50296,-122.262054,"5625 S Fountain St, Seattle, WA 98178"
47.570576,-122.411591,"3717 Beach Dr Unit # 316, Seattle, WA 98116"
47.541033,-122.387239,"6960 California Ave Unit # A406, Seattle, WA 98136"
47.605899,-122.331209,"909 5th Ave Unit # 205, Seattle, WA 98104"
47.707359,-122.347031,"10728 Linden Ave, Seattle, WA 98133"
47.486931,-122.285561,"3803 S 130th St, Seattle, WA 98168"
47.670625,-122.390478,"2605 NW 58th St, Seattle, WA 98107"
47.522691,-122.357757,"9019 18th Ave Unit # A, Seattle, WA 98106"
47.702141,-122.306121,"2008 NE 102nd St, Seattle, WA 98125"
47.637611,-122.343369,"700 Crockett St Unit # 403, Seattle, WA 98109"
47.511215,-122.343177,"10224 7th Ave, Seattle, WA 98146"
47.67957,-122.365509,"7000 Cleopatra Place Unit # 203, Seattle, WA 98117"
47.490082,-122.261009,"12600 57th Ave Unit # C202, Seattle, WA 98178"
47.693581,-122.368256,"8824 9th Ave, Seattle, WA 98117"
47.614204,-122.334213,"1816 8th Ave Unit # 3409, Seattle, WA 98101"
47.598927,-122.302238,"425 23rd Ave Unit # A107, Seattle, WA 98144"
47.574131,-122.293716,"3021 S Byron St, Seattle, WA 98144"
